50 100 200 5 
17 14 20 10 16 
18 19 18 19 14 
13 19 16 12 20 
17 13 14 19 13 
11 14 12 19 15 
12 16 20 16 13 
14 14 20 10 19 
14 15 10 11 10 
17 19 15 13 17 
20 17 14 14 15 
16 18 17 15 16 
11 14 15 15 17 
11 12 10 18 10 
12 20 16 18 14 
17 15 12 20 13 
13 15 10 13 15 
10 13 12 13 10 
20 18 10 19 16 
13 17 14 19 15 
10 12 14 14 10 
14 20 18 10 19 
20 11 16 17 11 
17 10 18 18 17 
12 12 15 17 15 
16 18 13 13 14 
15 16 14 12 17 
12 19 13 17 15 
10 20 14 10 18 
15 12 18 18 18 
16 15 10 18 10 
18 13 20 18 13 
13 14 19 15 18 
12 12 14 20 20 
17 14 19 15 18 
17 17 13 19 14 
11 11 11 20 19 
18 14 14 10 16 
20 13 16 17 12 
19 20 20 19 16 
12 20 14 14 10 
20 20 16 12 20 
16 13 13 18 18 
18 20 10 19 16 
12 11 20 19 18 
13 13 17 13 10 
11 11 14 18 13 
14 19 14 12 11 
13 15 12 14 19 
12 16 14 10 13 
19 17 11 11 17 
14 19 17 15 13 
12 11 13 14 13 
14 20 13 16 16 
18 13 15 18 12 
19 16 11 12 17 
14 19 12 13 15 
15 12 20 10 11 
16 15 16 17 15 
13 11 17 11 20 
15 17 11 10 12 
15 16 17 19 10 
16 19 13 15 20 
16 10 13 17 11 
20 13 19 13 10 
15 16 14 15 11 
13 12 18 11 11 
14 11 18 16 12 
18 12 20 12 18 
14 20 20 12 16 
15 10 18 20 18 
20 14 12 14 13 
14 20 13 16 17 
16 14 18 11 13 
17 12 15 10 10 
13 19 10 15 20 
17 13 17 17 17 
12 18 13 10 13 
18 16 20 14 14 
19 17 11 14 20 
11 18 12 10 18 
16 19 13 17 10 
10 11 20 18 17 
14 20 11 18 12 
13 10 20 14 10 
11 20 13 19 13 
17 10 11 14 14 
16 12 19 12 16 
20 15 11 17 15 
14 17 13 18 16 
11 13 14 17 12 
15 20 17 19 17 
18 13 13 11 12 
16 20 12 12 10 
20 14 17 14 13 
12 17 16 15 15 
10 13 19 13 18 
12 11 16 10 12 
13 11 10 20 14 
10 11 19 15 18 
17 13 18 18 12 
13 17 19 17 14 
14 10 18 13 16 
19 11 19 14 12 
18 12 14 11 12 
19 15 11 11 16 
10 15 18 18 14 
11 20 11 14 18 
17 10 20 16 10 
15 12 12 18 19 
18 20 11 16 14 
18 13 20 11 18 
18 17 12 15 18 
14 16 10 18 19 
11 12 13 16 12 
12 19 13 16 13 
18 16 12 12 15 
10 10 19 20 15 
16 11 15 14 17 
17 17 12 19 12 
15 13 18 18 12 
14 13 10 18 16 
10 10 16 18 14 
10 10 14 17 20 
11 17 20 15 15 
16 17 11 20 14 
17 20 14 13 14 
12 10 15 17 19 
19 11 20 10 16 
16 17 18 17 20 
14 12 16 17 19 
12 20 20 12 11 
18 10 19 18 10 
14 16 11 19 10 
20 16 15 15 17 
20 13 17 12 16 
15 17 15 12 15 
18 16 19 13 19 
20 17 11 17 10 
12 13 15 11 19 
20 17 18 16 17 
18 15 19 12 20 
18 14 16 20 16 
18 18 17 20 10 
20 11 20 16 18 
10 18 13 17 11 
17 10 10 20 18 
19 17 20 12 15 
12 14 14 16 16 
14 20 13 17 16 
13 14 17 20 10 
18 20 20 18 11 
16 16 16 16 16 
20 17 13 10 19 
16 10 15 19 17 
11 13 11 16 14 
16 10 20 19 10 
12 19 19 18 11 
11 15 16 13 15 
10 16 14 20 15 
12 11 17 20 20 
14 19 18 11 12 
20 11 18 20 17 
10 17 18 12 10 
11 11 15 20 18 
15 20 10 16 18 
11 18 15 17 18 
17 14 20 18 14 
18 19 18 18 15 
10 15 20 14 20 
17 12 20 20 13 
14 15 13 19 15 
15 15 16 11 17 
18 14 16 15 17 
13 19 10 16 15 
19 11 20 16 14 
12 19 19 13 12 
17 20 19 15 11 
20 11 17 18 12 
13 19 12 10 10 
18 11 15 15 11 
12 15 19 16 15 
10 13 11 19 13 
17 19 19 20 13 
12 14 17 14 15 
10 12 14 18 14 
14 11 13 13 20 
15 12 10 18 17 
12 14 19 15 17 
13 12 20 20 18 
13 18 17 15 18 
15 13 16 20 16 
10 16 13 20 16 
10 11 20 12 17 
18 18 12 20 12 
13 15 14 14 19 
18 12 18 12 10 
11 17 16 17 14 
12 15 10 14 17 
11 12 19 20 20 
14 10 17 15 15 
285 272 297 166 132 25110 
163 279 193 285 234 27721 
240 155 139 221 132 24466 
210 278 122 282 203 25722 
276 249 176 166 184 20701 
153 246 232 260 294 23828 
179 281 236 125 127 26488 
118 183 222 200 119 25782 
244 184 253 282 148 25327 
194 281 232 272 229 20954 
174 174 147 274 221 26249 
219 179 180 131 141 23260 
178 223 279 298 249 24447 
296 195 138 296 147 24102 
176 269 195 302 142 25832 
246 256 274 231 145 24501 
163 274 254 305 271 26960 
131 221 136 160 202 29469 
221 163 280 171 249 22301 
190 250 232 280 295 25733 
178 247 171 179 180 21986 
265 278 282 298 141 20332 
296 259 263 175 290 20576 
145 126 239 131 279 27680 
118 183 173 191 139 20817 
273 219 194 258 252 20043 
224 128 260 304 182 26367 
191 225 122 267 138 20886 
122 182 218 199 197 24028 
215 139 228 142 277 21821 
202 281 224 153 175 21435 
264 276 302 214 256 24087 
130 124 225 234 246 21478 
190 132 286 241 216 20677 
254 130 260 286 124 29442 
287 226 163 201 133 27377 
200 244 238 252 199 23461 
276 163 170 152 245 24202 
138 214 250 161 270 29194 
291 286 187 261 233 24108 
289 158 164 219 133 20565 
157 279 135 277 192 29162 
240 287 292 221 256 20986 
118 134 185 297 193 29908 
143 238 142 257 273 28844 
286 139 207 267 206 27887 
148 246 299 167 135 22858 
135 240 125 233 140 25082 
203 119 242 160 186 21736 
204 293 187 192 231 29739 
43 38 36 38 45 36 41 40 41 43 41 43 45 42 40 42 43 39 38 35 43 42 41 42 42 41 45 41 36 38 44 45 37 39 45 39 39 44 37 38 39 41 42 41 42 38 42 41 38 41 38 35 35 45 43 38 42 42 41 36 35 39 37 43 41 38 44 37 37 40 38 35 36 43 40 40 37 45 43 45 40 39 43 44 35 40 39 43 40 45 43 37 35 45 41 38 42 45 35 45 
36 38 41 42 39 35 44 39 41 35 40 41 44 36 38 38 43 41 40 37 39 38 41 37 43 39 36 40 44 39 42 38 45 42 35 38 36 44 39 44 42 39 42 36 41 44 45 43 35 35 41 43 43 43 37 44 38 37 36 35 40 37 43 40 37 38 38 41 35 41 43 35 44 45 36 39 39 44 36 41 44 36 39 40 44 42 37 43 44 40 43 38 39 43 37 36 36 43 37 35 
44 36 36 37 44 42 43 37 38 41 43 39 36 41 35 45 41 40 37 37 41 44 38 37 44 38 42 37 42 35 44 44 42 44 38 38 41 41 43 41 40 37 44 36 41 41 44 38 43 37 40 45 42 35 43 42 38 35 37 39 36 38 39 40 35 35 42 38 38 37 41 38 45 39 38 36 45 40 35 38 38 36 45 43 42 45 43 44 35 38 43 40 41 36 36 41 42 35 36 37 
37 43 44 38 41 42 36 35 39 40 40 40 38 41 44 35 36 36 38 38 44 37 36 41 36 43 45 36 42 36 42 36 35 45 44 37 38 41 43 45 37 38 42 39 35 42 44 43 42 36 43 37 42 41 40 41 36 43 38 41 39 42 40 36 45 38 43 38 42 41 36 44 45 44 36 40 43 41 39 45 41 42 36 40 36 41 35 41 41 39 43 44 44 39 42 40 38 40 43 35 
38 40 44 45 37 43 40 42 36 37 41 41 36 37 40 45 43 45 35 42 44 41 39 37 40 35 39 39 41 42 39 35 39 40 42 42 36 35 45 45 41 39 36 42 36 42 40 37 37 35 42 39 38 39 43 40 41 35 40 37 40 44 40 37 42 40 43 42 42 38 44 39 35 41 44 38 40 44 35 43 43 38 43 38 44 39 36 35 37 40 38 35 40 41 40 44 44 44 36 35 
41 38 39 38 45 45 35 41 42 36 44 43 39 42 45 42 41 39 39 41 39 43 39 43 35 40 39 43 35 39 44 36 40 39 39 41 44 45 39 41 39 42 39 40 37 45 44 36 39 40 43 38 45 36 39 40 39 37 40 42 42 40 43 41 39 44 35 37 43 36 45 42 45 42 44 37 45 36 44 45 35 36 43 38 45 40 35 37 36 45 44 35 39 37 37 37 45 44 43 45 
42 40 42 40 38 37 41 42 35 35 41 45 41 42 38 40 36 41 36 37 38 44 43 43 38 35 45 43 39 35 41 41 41 37 36 38 44 37 39 35 44 36 36 37 40 44 43 42 45 44 38 36 42 35 37 37 45 43 38 42 40 38 36 44 38 45 36 41 45 44 41 39 41 45 37 36 38 42 37 43 42 38 41 38 37 41 39 43 41 35 37 43 42 41 42 35 42 38 37 42 
45 41 37 39 45 43 36 35 36 37 38 45 38 38 41 35 39 36 38 44 36 43 38 44 38 44 38 42 39 37 44 40 40 45 45 36 40 39 44 40 36 39 35 39 38 43 37 43 39 41 43 38 35 35 45 37 43 37 44 42 42 36 40 38 40 41 41 40 38 39 45 45 36 37 41 42 37 35 37 36 40 45 43 44 41 38 44 43 43 40 44 36 38 35 39 44 42 37 40 36 
45 37 39 38 44 42 39 45 43 41 44 36 44 35 36 36 42 40 38 39 45 38 35 39 44 35 42 44 35 44 43 40 45 41 45 40 36 43 41 40 38 43 45 35 42 35 41 45 45 42 36 39 42 42 42 43 43 39 44 44 37 40 35 37 36 43 43 39 41 36 42 43 44 37 35 38 41 35 41 44 42 38 41 35 43 38 38 43 36 45 39 39 37 43 41 35 42 37 38 36 
42 35 36 45 45 38 37 45 35 35 36 40 44 38 38 36 37 41 45 36 36 35 37 35 42 36 41 44 38 45 35 42 36 37 37 38 36 45 35 37 43 44 41 37 42 45 42 39 39 39 43 40 40 37 41 36 44 35 45 37 37 37 40 35 38 45 35 42 38 44 41 36 40 45 42 38 39 39 35 42 36 40 45 35 39 41 35 45 41 44 36 45 35 36 43 38 40 42 41 38 
42 45 45 37 38 38 44 40 43 45 45 42 43 45 45 35 42 37 35 44 41 43 35 45 45 43 43 40 41 37 44 42 39 38 37 39 42 42 42 38 35 45 43 40 35 41 35 38 37 36 42 36 44 35 36 44 42 44 44 44 39 45 35 41 41 39 44 38 42 44 38 39 41 45 43 40 41 39 38 37 41 37 38 45 43 41 37 45 38 38 44 38 43 42 39 44 45 37 38 41 
43 38 39 38 36 38 45 45 43 35 39 41 39 41 44 39 41 44 35 44 44 45 38 39 41 41 38 41 40 38 37 43 37 42 39 38 35 44 35 44 40 43 43 44 37 36 36 39 39 41 43 44 39 35 42 45 43 38 43 42 44 41 44 36 44 35 40 38 39 37 37 42 37 36 40 35 41 41 40 35 45 38 40 45 43 36 37 42 43 45 38 42 43 41 35 36 44 44 45 42 
42 41 43 43 41 44 37 35 37 42 39 42 40 39 37 37 38 41 35 44 40 41 43 43 44 45 41 37 43 45 36 40 38 37 37 39 43 39 37 38 43 43 40 37 43 36 45 38 44 40 43 45 44 36 37 38 40 45 38 40 42 40 40 36 44 42 36 38 45 44 44 38 36 41 44 44 45 36 45 40 43 39 44 44 40 37 39 38 45 38 40 39 43 42 39 41 44 35 39 39 
41 40 45 44 40 35 43 44 38 35 36 38 42 41 37 35 38 36 36 44 42 44 43 45 43 37 35 37 40 35 38 35 39 42 40 39 43 44 40 36 44 37 35 43 45 35 35 41 41 42 39 43 45 39 45 35 43 42 40 45 35 39 45 43 44 43 38 41 43 43 35 38 45 35 37 42 39 38 44 40 40 42 35 37 43 45 40 43 37 35 45 40 44 43 42 40 40 42 39 35 
44 45 44 38 44 38 37 40 45 44 37 39 43 41 41 39 43 38 35 36 41 43 44 45 35 45 35 35 37 42 42 44 44 39 35 44 36 40 40 44 45 45 42 41 39 35 39 45 35 35 44 39 45 45 38 45 39 43 37 43 41 45 38 42 45 44 45 43 36 44 39 37 36 44 45 45 36 35 39 39 35 43 40 45 39 40 36 38 38 35 38 40 43 39 38 42 37 45 39 45 
35 39 38 41 35 44 37 39 42 40 39 41 41 40 37 43 39 38 39 35 40 40 36 43 44 41 43 38 45 44 44 44 37 36 36 37 42 36 38 44 44 41 45 45 39 36 37 36 42 36 43 45 44 37 36 37 36 40 38 37 43 36 38 41 43 45 35 35 35 40 43 40 35 45 36 40 44 35 35 35 41 38 35 45 35 38 45 42 35 36 42 40 39 42 37 37 39 38 43 40 
45 40 39 39 35 35 42 45 43 41 42 45 35 36 37 43 36 36 38 39 36 37 36 36 38 41 41 35 35 42 40 37 36 36 37 42 36 44 42 44 39 43 37 45 38 37 42 44 37 45 39 35 40 40 38 35 45 43 42 43 41 44 36 42 37 35 36 35 38 35 37 43 39 44 43 42 44 39 41 39 43 39 40 36 45 42 36 44 35 36 45 37 43 38 40 44 44 35 36 43 
38 39 44 44 40 43 44 36 40 43 43 41 44 40 39 35 38 42 43 42 35 37 35 42 43 44 44 45 42 41 41 37 39 42 45 43 41 41 42 45 36 40 43 40 35 38 43 40 36 40 44 37 43 42 36 39 42 38 36 36 37 36 38 45 37 41 35 42 39 41 44 40 41 35 35 36 42 41 42 36 43 41 40 41 41 44 40 43 45 36 45 39 40 39 40 37 39 35 44 37 
36 36 42 38 42 38 39 45 45 43 36 36 37 37 42 41 38 36 36 44 39 42 40 36 45 35 45 35 35 43 36 36 41 44 41 37 35 42 42 39 42 43 41 35 40 44 39 35 35 37 39 39 44 45 35 45 37 45 38 44 45 43 42 38 37 39 43 38 41 37 38 45 45 37 37 39 45 37 42 39 41 36 44 36 38 36 42 38 45 39 37 45 44 42 38 42 36 39 39 42 
44 45 39 43 38 35 45 41 36 41 35 36 42 45 45 37 40 40 39 42 43 45 40 39 37 43 37 40 44 45 43 38 39 41 41 43 38 45 42 41 45 35 40 44 41 40 38 39 45 36 41 41 42 45 35 35 44 41 37 36 45 39 44 37 42 42 45 38 45 43 35 38 36 42 44 35 39 35 41 35 42 41 38 40 40 40 44 37 38 35 38 43 43 39 44 39 41 40 45 35 
42 44 43 44 43 36 40 42 40 45 45 44 44 43 42 37 40 36 41 40 41 39 44 42 45 45 45 44 38 38 44 38 37 35 45 39 42 37 37 44 38 42 43 41 39 39 44 37 39 43 40 45 41 36 41 45 42 38 36 39 38 39 44 44 45 36 43 36 35 39 40 36 42 45 41 35 42 38 37 35 35 42 45 45 35 39 41 36 38 43 45 43 45 42 43 44 40 35 38 44 
41 45 37 41 37 44 45 43 39 37 36 42 40 38 40 39 41 41 43 44 36 40 39 40 36 38 43 45 40 41 39 37 41 45 36 37 38 39 44 39 35 38 39 37 43 36 35 39 36 41 45 38 39 37 37 44 42 42 39 43 41 42 44 44 43 41 45 43 37 38 42 38 44 45 37 40 42 40 42 45 44 36 41 42 44 35 38 40 36 45 38 42 36 44 39 42 44 44 38 44 
39 38 44 40 40 38 42 39 41 35 43 36 38 35 40 40 45 44 45 44 36 40 38 43 35 43 35 44 36 45 45 44 35 37 38 44 45 36 41 40 41 40 41 35 43 37 42 45 40 40 39 35 39 45 40 36 37 38 40 43 42 42 40 40 44 40 43 37 38 37 45 43 41 40 44 39 42 36 37 35 40 43 44 39 37 40 35 38 36 41 44 44 42 37 38 41 42 45 42 35 
38 44 43 44 44 35 38 40 44 37 39 45 40 41 35 39 35 45 38 35 35 40 44 36 45 41 41 36 35 35 36 35 38 38 35 44 37 45 45 37 36 40 35 38 43 36 43 39 42 39 36 39 42 44 39 41 41 45 38 45 45 43 45 41 43 36 38 39 36 45 43 43 43 40 43 38 41 44 38 40 43 35 38 36 40 38 43 37 40 41 44 41 35 35 42 39 45 36 42 42 
38 41 41 41 37 42 42 37 42 40 36 38 38 38 35 36 42 43 44 42 43 43 40 42 44 38 45 44 44 43 43 42 36 39 43 44 39 36 45 42 36 44 38 43 42 37 42 43 37 42 35 43 40 40 45 41 36 41 35 45 38 40 44 40 42 43 44 41 39 35 37 45 40 38 42 36 37 37 38 40 43 43 38 35 42 35 41 43 36 45 44 39 39 39 42 36 35 42 36 40 
35 45 43 43 35 43 45 45 37 39 42 40 42 40 40 36 44 35 42 36 42 41 40 36 35 39 37 35 36 35 44 40 38 43 39 35 39 40 42 42 40 36 36 38 37 35 36 39 37 35 36 41 40 44 35 39 38 45 40 40 38 41 43 40 39 44 45 41 40 37 35 35 36 36 36 37 39 37 37 35 38 36 40 37 38 37 41 45 39 43 35 38 44 38 43 36 44 40 39 36 
39 36 38 44 36 45 36 42 36 45 40 42 36 39 38 41 36 45 43 39 36 37 44 38 36 38 35 35 39 44 36 43 41 36 44 45 36 35 38 42 45 40 45 42 45 36 43 40 42 42 39 45 44 37 36 38 38 44 41 37 44 42 37 42 43 37 45 42 36 41 35 40 45 38 39 44 40 37 35 37 40 36 44 44 41 35 43 43 39 37 42 45 45 41 43 37 41 41 35 38 
35 38 38 41 44 45 37 36 43 36 36 42 41 42 42 40 37 42 44 36 43 41 37 36 35 36 44 45 35 45 36 44 40 37 37 42 36 38 37 44 42 40 42 44 44 44 45 37 36 40 43 43 39 45 40 37 40 42 35 41 43 45 36 40 35 38 37 39 37 42 39 36 43 41 35 45 40 42 40 43 38 44 42 43 38 45 41 39 35 44 38 36 40 35 41 44 43 35 37 44 
45 38 43 44 36 43 43 41 39 43 45 45 42 42 40 40 43 44 43 44 39 41 37 41 43 41 41 38 40 36 45 38 38 42 45 41 38 43 40 35 41 35 35 39 36 45 42 42 44 36 40 38 39 36 42 37 40 36 41 35 39 38 44 37 44 38 44 39 40 39 43 38 45 45 35 45 45 44 37 44 44 35 43 42 40 38 40 43 36 37 44 40 35 37 37 35 44 38 38 41 
37 40 37 44 41 42 36 36 44 38 43 42 37 37 43 38 38 36 38 37 35 40 43 35 36 38 42 37 38 45 39 37 42 43 40 40 40 39 44 41 44 42 41 37 44 38 42 40 35 36 35 37 41 35 45 37 42 42 38 43 42 39 36 35 37 36 41 39 39 35 39 38 37 40 38 36 36 35 39 41 41 41 35 36 39 45 42 38 37 35 35 43 35 36 36 43 36 45 40 39 
39 39 44 35 39 41 44 37 36 42 45 36 38 35 45 38 39 45 35 37 45 39 42 35 35 39 41 44 35 36 44 43 39 43 43 36 36 36 35 40 40 42 37 41 44 41 44 36 37 43 35 44 43 41 39 42 38 43 44 44 37 39 41 42 43 38 41 35 43 42 44 45 43 43 43 38 41 44 35 40 38 36 42 37 45 38 36 40 43 45 39 37 43 35 45 44 36 45 35 38 
40 35 40 41 41 44 38 42 42 35 36 38 39 45 38 39 45 42 36 44 44 44 41 45 44 41 35 40 38 36 41 36 36 40 36 38 44 40 44 35 41 39 36 35 38 35 35 42 38 40 43 43 41 41 36 41 43 39 36 42 37 42 41 38 42 43 45 37 37 39 35 42 38 44 35 41 43 44 45 39 45 37 42 37 35 35 35 37 36 37 39 36 43 40 41 45 42 37 37 45 
42 38 45 45 39 44 41 45 38 39 43 43 40 39 40 43 37 43 35 35 36 41 36 42 42 44 36 42 45 44 38 45 39 45 37 45 44 40 44 35 37 39 38 37 36 45 42 43 41 38 42 44 43 41 43 42 45 42 41 44 42 43 43 45 38 44 45 44 38 45 36 35 41 39 43 38 39 40 45 39 40 37 36 45 42 44 36 36 42 42 45 39 38 39 43 35 44 35 37 41 
