100 200 400 5 
17 14 20 10 16 
18 19 18 19 14 
13 19 16 12 20 
17 13 14 19 13 
11 14 12 19 15 
12 16 20 16 13 
14 14 20 10 19 
14 15 10 11 10 
17 19 15 13 17 
20 17 14 14 15 
16 18 17 15 16 
11 14 15 15 17 
11 12 10 18 10 
12 20 16 18 14 
17 15 12 20 13 
13 15 10 13 15 
10 13 12 13 10 
20 18 10 19 16 
13 17 14 19 15 
10 12 14 14 10 
14 20 18 10 19 
20 11 16 17 11 
17 10 18 18 17 
12 12 15 17 15 
16 18 13 13 14 
15 16 14 12 17 
12 19 13 17 15 
10 20 14 10 18 
15 12 18 18 18 
16 15 10 18 10 
18 13 20 18 13 
13 14 19 15 18 
12 12 14 20 20 
17 14 19 15 18 
17 17 13 19 14 
11 11 11 20 19 
18 14 14 10 16 
20 13 16 17 12 
19 20 20 19 16 
12 20 14 14 10 
20 20 16 12 20 
16 13 13 18 18 
18 20 10 19 16 
12 11 20 19 18 
13 13 17 13 10 
11 11 14 18 13 
14 19 14 12 11 
13 15 12 14 19 
12 16 14 10 13 
19 17 11 11 17 
14 19 17 15 13 
12 11 13 14 13 
14 20 13 16 16 
18 13 15 18 12 
19 16 11 12 17 
14 19 12 13 15 
15 12 20 10 11 
16 15 16 17 15 
13 11 17 11 20 
15 17 11 10 12 
15 16 17 19 10 
16 19 13 15 20 
16 10 13 17 11 
20 13 19 13 10 
15 16 14 15 11 
13 12 18 11 11 
14 11 18 16 12 
18 12 20 12 18 
14 20 20 12 16 
15 10 18 20 18 
20 14 12 14 13 
14 20 13 16 17 
16 14 18 11 13 
17 12 15 10 10 
13 19 10 15 20 
17 13 17 17 17 
12 18 13 10 13 
18 16 20 14 14 
19 17 11 14 20 
11 18 12 10 18 
16 19 13 17 10 
10 11 20 18 17 
14 20 11 18 12 
13 10 20 14 10 
11 20 13 19 13 
17 10 11 14 14 
16 12 19 12 16 
20 15 11 17 15 
14 17 13 18 16 
11 13 14 17 12 
15 20 17 19 17 
18 13 13 11 12 
16 20 12 12 10 
20 14 17 14 13 
12 17 16 15 15 
10 13 19 13 18 
12 11 16 10 12 
13 11 10 20 14 
10 11 19 15 18 
17 13 18 18 12 
13 17 19 17 14 
14 10 18 13 16 
19 11 19 14 12 
18 12 14 11 12 
19 15 11 11 16 
10 15 18 18 14 
11 20 11 14 18 
17 10 20 16 10 
15 12 12 18 19 
18 20 11 16 14 
18 13 20 11 18 
18 17 12 15 18 
14 16 10 18 19 
11 12 13 16 12 
12 19 13 16 13 
18 16 12 12 15 
10 10 19 20 15 
16 11 15 14 17 
17 17 12 19 12 
15 13 18 18 12 
14 13 10 18 16 
10 10 16 18 14 
10 10 14 17 20 
11 17 20 15 15 
16 17 11 20 14 
17 20 14 13 14 
12 10 15 17 19 
19 11 20 10 16 
16 17 18 17 20 
14 12 16 17 19 
12 20 20 12 11 
18 10 19 18 10 
14 16 11 19 10 
20 16 15 15 17 
20 13 17 12 16 
15 17 15 12 15 
18 16 19 13 19 
20 17 11 17 10 
12 13 15 11 19 
20 17 18 16 17 
18 15 19 12 20 
18 14 16 20 16 
18 18 17 20 10 
20 11 20 16 18 
10 18 13 17 11 
17 10 10 20 18 
19 17 20 12 15 
12 14 14 16 16 
14 20 13 17 16 
13 14 17 20 10 
18 20 20 18 11 
16 16 16 16 16 
20 17 13 10 19 
16 10 15 19 17 
11 13 11 16 14 
16 10 20 19 10 
12 19 19 18 11 
11 15 16 13 15 
10 16 14 20 15 
12 11 17 20 20 
14 19 18 11 12 
20 11 18 20 17 
10 17 18 12 10 
11 11 15 20 18 
15 20 10 16 18 
11 18 15 17 18 
17 14 20 18 14 
18 19 18 18 15 
10 15 20 14 20 
17 12 20 20 13 
14 15 13 19 15 
15 15 16 11 17 
18 14 16 15 17 
13 19 10 16 15 
19 11 20 16 14 
12 19 19 13 12 
17 20 19 15 11 
20 11 17 18 12 
13 19 12 10 10 
18 11 15 15 11 
12 15 19 16 15 
10 13 11 19 13 
17 19 19 20 13 
12 14 17 14 15 
10 12 14 18 14 
14 11 13 13 20 
15 12 10 18 17 
12 14 19 15 17 
13 12 20 20 18 
13 18 17 15 18 
15 13 16 20 16 
10 16 13 20 16 
10 11 20 12 17 
18 18 12 20 12 
13 15 14 14 19 
18 12 18 12 10 
11 17 16 17 14 
12 15 10 14 17 
11 12 19 20 20 
14 10 17 15 15 
15 14 18 14 16 
20 10 16 11 19 
18 15 18 20 14 
12 20 20 15 10 
14 12 12 11 15 
17 14 10 18 11 
16 20 13 13 18 
15 15 18 10 10 
10 16 14 12 13 
19 16 17 19 20 
14 13 16 10 15 
12 17 12 15 16 
17 12 16 13 17 
13 12 18 14 20 
16 15 17 15 15 
10 18 10 18 14 
15 18 15 14 12 
17 14 14 14 12 
11 13 11 11 14 
14 20 20 12 11 
16 19 20 19 13 
13 20 12 11 10 
13 17 14 18 18 
16 19 13 15 10 
14 16 11 14 18 
13 11 16 19 17 
14 17 11 18 18 
20 20 14 15 18 
16 16 19 19 18 
13 13 11 13 15 
14 19 20 14 15 
17 10 14 16 16 
17 16 13 15 13 
12 11 11 15 16 
20 20 16 15 10 
10 10 14 14 15 
12 11 11 18 12 
16 12 15 15 11 
16 14 16 14 19 
14 14 18 18 12 
12 19 15 12 13 
13 10 13 20 13 
10 13 20 11 13 
19 10 11 18 20 
10 15 19 13 16 
20 19 14 15 14 
18 18 16 12 12 
11 10 11 14 17 
10 10 14 18 13 
10 18 12 15 15 
10 15 12 20 15 
19 19 10 10 10 
17 13 12 18 15 
16 10 16 10 10 
10 12 15 20 13 
14 14 16 14 20 
14 13 14 15 19 
10 11 12 10 10 
12 11 10 13 13 
15 19 10 12 17 
11 18 17 12 19 
15 15 12 16 13 
14 12 14 20 19 
19 12 11 14 20 
11 16 11 20 20 
10 16 16 16 18 
10 10 12 12 19 
14 14 14 10 20 
20 20 15 18 16 
18 14 12 13 15 
18 17 15 18 19 
20 20 16 11 12 
13 13 16 16 16 
15 20 15 13 15 
14 19 20 16 20 
19 13 15 10 14 
20 14 14 19 19 
11 11 20 19 14 
14 16 10 13 10 
20 15 16 10 13 
10 20 17 15 10 
20 15 18 19 19 
20 17 15 10 10 
12 13 20 16 10 
11 12 20 20 15 
17 16 18 14 18 
20 15 14 19 14 
10 15 19 11 12 
19 16 11 11 15 
11 19 18 10 11 
18 14 12 14 16 
20 11 10 18 19 
13 14 13 16 13 
11 14 11 20 20 
15 10 14 12 10 
11 19 10 11 10 
11 16 15 14 11 
15 20 18 13 14 
20 10 13 16 13 
15 13 13 11 20 
18 16 14 11 18 
13 14 17 12 15 
11 10 17 10 11 
13 11 11 16 20 
20 20 17 10 10 
11 12 10 10 13 
16 11 20 11 10 
15 12 20 17 15 
16 14 15 17 19 
18 19 18 17 17 
16 17 15 11 19 
18 18 11 17 17 
20 11 12 14 18 
17 20 16 14 16 
15 19 13 19 20 
17 11 16 13 19 
18 12 14 16 11 
14 12 15 18 17 
13 20 17 13 12 
10 19 13 16 20 
18 17 12 10 12 
17 17 16 12 14 
16 17 11 20 18 
17 13 20 17 10 
17 18 11 13 19 
16 16 18 18 12 
20 13 15 11 11 
16 12 12 11 19 
11 10 16 13 16 
13 12 19 13 13 
19 20 19 13 13 
20 18 14 12 20 
12 14 16 10 12 
14 18 10 19 11 
20 18 19 12 18 
14 15 14 10 17 
14 14 11 20 19 
19 11 19 17 13 
12 19 14 18 14 
13 12 18 15 14 
14 17 17 15 15 
16 12 19 20 19 
17 13 11 17 14 
16 16 19 19 12 
17 19 18 13 19 
13 16 17 20 15 
17 13 13 17 11 
16 13 16 14 13 
13 10 13 13 11 
16 14 12 16 13 
13 12 10 15 14 
10 19 17 10 17 
10 14 11 12 15 
20 12 10 16 17 
18 13 15 10 20 
13 13 18 10 16 
17 11 10 11 19 
17 10 18 12 19 
16 12 16 17 12 
11 20 12 17 20 
10 13 13 13 16 
14 17 11 16 12 
12 12 12 12 18 
18 14 13 14 17 
16 20 17 17 14 
13 14 19 13 18 
19 10 14 12 10 
12 10 13 18 11 
12 10 13 19 13 
15 11 11 10 18 
13 14 10 17 11 
10 14 13 10 12 
11 15 20 16 20 
18 12 19 11 19 
15 15 18 14 20 
15 10 20 13 16 
12 17 14 12 14 
20 17 16 15 20 
18 18 19 15 19 
20 11 11 10 12 
15 15 14 19 15 
14 20 10 10 19 
18 18 18 19 13 
19 18 16 18 14 
10 13 13 19 16 
15 15 17 15 13 
14 16 10 19 11 
18 19 13 18 20 
15 15 11 14 19 
20 19 16 20 16 
18 15 19 18 11 
12 17 12 16 11 
10 10 10 19 14 
20 18 18 18 15 
16 16 15 16 18 
13 15 16 19 14 
17 12 19 18 19 
20 20 12 18 14 
10 20 10 20 11 
20 10 18 10 20 
172 172 230 213 190 21343 
243 268 204 222 171 25466 
133 258 168 151 152 24014 
196 165 297 120 249 28596 
127 189 282 233 131 25508 
227 282 168 239 187 25190 
137 220 187 174 244 28794 
182 232 169 173 150 22764 
230 127 151 123 157 28014 
164 281 122 141 197 24851 
170 147 280 191 226 23890 
160 210 245 129 121 26000 
196 203 266 261 132 27516 
205 197 234 161 270 21684 
192 212 232 269 286 28889 
170 200 279 276 177 26559 
247 230 262 189 271 29345 
169 189 252 134 231 20082 
278 120 201 188 262 21467 
277 198 264 148 158 24483 
190 195 206 233 265 26948 
151 123 123 177 181 26814 
275 236 277 158 285 26125 
255 199 300 284 203 29414 
125 149 286 125 158 20706 
256 211 222 293 179 26297 
260 184 133 145 136 27702 
275 129 179 135 187 21905 
165 153 168 167 183 22951 
130 201 241 214 206 21216 
159 239 154 177 275 24896 
204 215 275 182 212 28031 
176 288 278 174 173 22592 
223 199 238 223 180 23275 
221 272 293 266 178 20478 
124 161 282 243 127 27349 
298 237 126 186 180 28799 
193 126 202 278 131 21595 
276 210 154 122 146 24371 
230 234 190 138 208 21810 
145 279 130 293 140 28668 
203 152 283 284 186 24018 
239 274 271 276 119 28472 
262 200 190 132 210 22508 
208 274 252 204 148 28456 
183 281 217 219 163 27463 
260 266 268 195 145 24083 
146 262 143 258 186 21818 
265 276 174 289 232 21083 
133 252 195 127 273 22631 
141 118 208 172 119 28574 
166 183 213 242 251 21684 
248 238 297 234 180 28297 
161 278 120 241 289 27988 
231 143 300 173 119 23099 
194 224 166 188 269 27458 
221 194 131 191 123 21052 
293 132 205 216 234 20897 
205 281 163 227 145 26094 
156 232 278 272 258 22684 
273 230 172 252 273 25959 
157 159 158 178 242 23268 
179 276 179 253 294 28859 
160 186 267 239 252 26453 
123 293 192 221 238 27164 
274 223 132 292 148 28569 
267 236 278 144 122 26986 
182 184 250 122 128 22748 
232 149 173 269 198 26193 
224 126 296 140 246 28004 
156 124 146 145 192 25259 
140 196 149 161 167 28428 
221 166 276 203 118 26362 
183 129 205 189 255 28839 
151 283 231 233 293 27913 
289 213 255 232 124 24990 
124 258 278 207 160 26762 
244 220 207 292 294 28104 
120 137 132 295 146 22753 
193 280 199 289 217 22022 
184 139 299 180 283 21079 
213 183 268 220 240 24488 
120 260 161 188 183 20819 
180 235 160 273 284 26372 
158 184 213 131 209 23182 
176 140 278 257 273 25578 
191 153 279 266 253 29141 
148 241 245 209 138 22988 
201 149 278 165 221 29768 
178 150 292 123 157 20161 
141 194 276 167 168 23234 
266 227 279 200 155 29342 
295 120 140 176 178 26702 
273 206 267 160 278 27302 
176 128 152 228 201 20300 
202 252 164 130 270 27375 
142 235 248 258 126 25483 
232 153 262 209 280 21717 
120 268 270 156 124 26472 
159 162 264 255 131 21588 
37 43 44 38 41 42 36 35 39 40 40 40 38 41 44 35 36 36 38 38 44 37 36 41 36 43 45 36 42 36 42 36 35 45 44 37 38 41 43 45 37 38 42 39 35 42 44 43 42 36 43 37 42 41 40 41 36 43 38 41 39 42 40 36 45 38 43 38 42 41 36 44 45 44 36 40 43 41 39 45 41 42 36 40 36 41 35 41 41 39 43 44 44 39 42 40 38 40 43 35 38 40 44 45 37 43 40 42 36 37 41 41 36 37 40 45 43 45 35 42 44 41 39 37 40 35 39 39 41 42 39 35 39 40 42 42 36 35 45 45 41 39 36 42 36 42 40 37 37 35 42 39 38 39 43 40 41 35 40 37 40 44 40 37 42 40 43 42 42 38 44 39 35 41 44 38 40 44 35 43 43 38 43 38 44 39 36 35 37 40 38 35 40 41 40 44 44 44 36 35 
41 38 39 38 45 45 35 41 42 36 44 43 39 42 45 42 41 39 39 41 39 43 39 43 35 40 39 43 35 39 44 36 40 39 39 41 44 45 39 41 39 42 39 40 37 45 44 36 39 40 43 38 45 36 39 40 39 37 40 42 42 40 43 41 39 44 35 37 43 36 45 42 45 42 44 37 45 36 44 45 35 36 43 38 45 40 35 37 36 45 44 35 39 37 37 37 45 44 43 45 42 40 42 40 38 37 41 42 35 35 41 45 41 42 38 40 36 41 36 37 38 44 43 43 38 35 45 43 39 35 41 41 41 37 36 38 44 37 39 35 44 36 36 37 40 44 43 42 45 44 38 36 42 35 37 37 45 43 38 42 40 38 36 44 38 45 36 41 45 44 41 39 41 45 37 36 38 42 37 43 42 38 41 38 37 41 39 43 41 35 37 43 42 41 42 35 42 38 37 42 
45 41 37 39 45 43 36 35 36 37 38 45 38 38 41 35 39 36 38 44 36 43 38 44 38 44 38 42 39 37 44 40 40 45 45 36 40 39 44 40 36 39 35 39 38 43 37 43 39 41 43 38 35 35 45 37 43 37 44 42 42 36 40 38 40 41 41 40 38 39 45 45 36 37 41 42 37 35 37 36 40 45 43 44 41 38 44 43 43 40 44 36 38 35 39 44 42 37 40 36 45 37 39 38 44 42 39 45 43 41 44 36 44 35 36 36 42 40 38 39 45 38 35 39 44 35 42 44 35 44 43 40 45 41 45 40 36 43 41 40 38 43 45 35 42 35 41 45 45 42 36 39 42 42 42 43 43 39 44 44 37 40 35 37 36 43 43 39 41 36 42 43 44 37 35 38 41 35 41 44 42 38 41 35 43 38 38 43 36 45 39 39 37 43 41 35 42 37 38 36 
42 35 36 45 45 38 37 45 35 35 36 40 44 38 38 36 37 41 45 36 36 35 37 35 42 36 41 44 38 45 35 42 36 37 37 38 36 45 35 37 43 44 41 37 42 45 42 39 39 39 43 40 40 37 41 36 44 35 45 37 37 37 40 35 38 45 35 42 38 44 41 36 40 45 42 38 39 39 35 42 36 40 45 35 39 41 35 45 41 44 36 45 35 36 43 38 40 42 41 38 42 45 45 37 38 38 44 40 43 45 45 42 43 45 45 35 42 37 35 44 41 43 35 45 45 43 43 40 41 37 44 42 39 38 37 39 42 42 42 38 35 45 43 40 35 41 35 38 37 36 42 36 44 35 36 44 42 44 44 44 39 45 35 41 41 39 44 38 42 44 38 39 41 45 43 40 41 39 38 37 41 37 38 45 43 41 37 45 38 38 44 38 43 42 39 44 45 37 38 41 
43 38 39 38 36 38 45 45 43 35 39 41 39 41 44 39 41 44 35 44 44 45 38 39 41 41 38 41 40 38 37 43 37 42 39 38 35 44 35 44 40 43 43 44 37 36 36 39 39 41 43 44 39 35 42 45 43 38 43 42 44 41 44 36 44 35 40 38 39 37 37 42 37 36 40 35 41 41 40 35 45 38 40 45 43 36 37 42 43 45 38 42 43 41 35 36 44 44 45 42 42 41 43 43 41 44 37 35 37 42 39 42 40 39 37 37 38 41 35 44 40 41 43 43 44 45 41 37 43 45 36 40 38 37 37 39 43 39 37 38 43 43 40 37 43 36 45 38 44 40 43 45 44 36 37 38 40 45 38 40 42 40 40 36 44 42 36 38 45 44 44 38 36 41 44 44 45 36 45 40 43 39 44 44 40 37 39 38 45 38 40 39 43 42 39 41 44 35 39 39 
41 40 45 44 40 35 43 44 38 35 36 38 42 41 37 35 38 36 36 44 42 44 43 45 43 37 35 37 40 35 38 35 39 42 40 39 43 44 40 36 44 37 35 43 45 35 35 41 41 42 39 43 45 39 45 35 43 42 40 45 35 39 45 43 44 43 38 41 43 43 35 38 45 35 37 42 39 38 44 40 40 42 35 37 43 45 40 43 37 35 45 40 44 43 42 40 40 42 39 35 44 45 44 38 44 38 37 40 45 44 37 39 43 41 41 39 43 38 35 36 41 43 44 45 35 45 35 35 37 42 42 44 44 39 35 44 36 40 40 44 45 45 42 41 39 35 39 45 35 35 44 39 45 45 38 45 39 43 37 43 41 45 38 42 45 44 45 43 36 44 39 37 36 44 45 45 36 35 39 39 35 43 40 45 39 40 36 38 38 35 38 40 43 39 38 42 37 45 39 45 
35 39 38 41 35 44 37 39 42 40 39 41 41 40 37 43 39 38 39 35 40 40 36 43 44 41 43 38 45 44 44 44 37 36 36 37 42 36 38 44 44 41 45 45 39 36 37 36 42 36 43 45 44 37 36 37 36 40 38 37 43 36 38 41 43 45 35 35 35 40 43 40 35 45 36 40 44 35 35 35 41 38 35 45 35 38 45 42 35 36 42 40 39 42 37 37 39 38 43 40 45 40 39 39 35 35 42 45 43 41 42 45 35 36 37 43 36 36 38 39 36 37 36 36 38 41 41 35 35 42 40 37 36 36 37 42 36 44 42 44 39 43 37 45 38 37 42 44 37 45 39 35 40 40 38 35 45 43 42 43 41 44 36 42 37 35 36 35 38 35 37 43 39 44 43 42 44 39 41 39 43 39 40 36 45 42 36 44 35 36 45 37 43 38 40 44 44 35 36 43 
38 39 44 44 40 43 44 36 40 43 43 41 44 40 39 35 38 42 43 42 35 37 35 42 43 44 44 45 42 41 41 37 39 42 45 43 41 41 42 45 36 40 43 40 35 38 43 40 36 40 44 37 43 42 36 39 42 38 36 36 37 36 38 45 37 41 35 42 39 41 44 40 41 35 35 36 42 41 42 36 43 41 40 41 41 44 40 43 45 36 45 39 40 39 40 37 39 35 44 37 36 36 42 38 42 38 39 45 45 43 36 36 37 37 42 41 38 36 36 44 39 42 40 36 45 35 45 35 35 43 36 36 41 44 41 37 35 42 42 39 42 43 41 35 40 44 39 35 35 37 39 39 44 45 35 45 37 45 38 44 45 43 42 38 37 39 43 38 41 37 38 45 45 37 37 39 45 37 42 39 41 36 44 36 38 36 42 38 45 39 37 45 44 42 38 42 36 39 39 42 
44 45 39 43 38 35 45 41 36 41 35 36 42 45 45 37 40 40 39 42 43 45 40 39 37 43 37 40 44 45 43 38 39 41 41 43 38 45 42 41 45 35 40 44 41 40 38 39 45 36 41 41 42 45 35 35 44 41 37 36 45 39 44 37 42 42 45 38 45 43 35 38 36 42 44 35 39 35 41 35 42 41 38 40 40 40 44 37 38 35 38 43 43 39 44 39 41 40 45 35 42 44 43 44 43 36 40 42 40 45 45 44 44 43 42 37 40 36 41 40 41 39 44 42 45 45 45 44 38 38 44 38 37 35 45 39 42 37 37 44 38 42 43 41 39 39 44 37 39 43 40 45 41 36 41 45 42 38 36 39 38 39 44 44 45 36 43 36 35 39 40 36 42 45 41 35 42 38 37 35 35 42 45 45 35 39 41 36 38 43 45 43 45 42 43 44 40 35 38 44 
