50 100 200 5 
14 18 19 19 11 
12 17 15 15 20 
14 11 10 17 17 
16 15 18 16 17 
17 13 17 19 12 
11 17 17 18 20 
10 16 17 18 15 
10 16 17 12 11 
18 19 20 20 12 
11 14 19 17 15 
16 14 17 15 16 
15 17 10 15 10 
11 15 14 15 11 
11 13 20 16 10 
16 10 16 17 18 
10 17 20 13 15 
10 12 20 19 20 
11 13 20 11 11 
12 16 18 15 15 
12 12 14 16 16 
10 15 16 15 10 
18 11 14 15 16 
18 15 17 14 10 
15 18 14 14 10 
16 13 13 15 18 
13 14 17 18 12 
20 10 18 17 17 
12 14 11 15 12 
11 17 19 10 20 
18 13 18 14 11 
13 16 12 19 12 
18 13 16 15 19 
11 15 17 14 16 
12 11 20 17 19 
20 20 17 10 17 
19 12 10 10 20 
12 17 20 11 11 
20 20 19 19 19 
11 16 16 11 17 
18 19 19 17 15 
20 18 11 13 10 
11 20 14 17 14 
12 15 17 16 13 
20 12 19 19 18 
12 12 10 10 19 
19 19 14 19 18 
17 17 19 13 14 
18 20 15 20 20 
13 18 20 19 11 
13 20 16 20 20 
14 19 14 14 15 
17 18 12 18 18 
19 16 19 19 18 
10 13 15 17 20 
15 15 13 12 20 
15 19 13 20 20 
17 11 20 15 17 
18 20 17 13 12 
11 19 18 13 19 
17 11 15 13 15 
15 20 11 17 11 
16 15 19 14 18 
20 15 15 20 15 
20 16 12 10 18 
15 16 12 20 19 
18 14 11 17 18 
12 12 20 14 16 
19 10 11 14 18 
12 17 12 14 19 
15 14 12 14 17 
11 18 13 13 20 
19 19 10 18 13 
18 14 10 16 20 
16 16 18 19 10 
14 10 19 13 17 
19 10 11 13 14 
11 18 16 12 15 
13 15 18 15 19 
13 14 12 12 14 
15 20 13 10 10 
14 20 12 10 12 
10 16 17 18 10 
10 15 11 12 12 
16 13 15 18 18 
19 20 12 10 19 
12 11 11 10 10 
11 20 16 16 11 
20 11 13 17 10 
17 17 19 18 18 
17 18 14 11 15 
20 12 11 18 15 
10 20 10 12 16 
15 15 14 17 18 
18 14 12 18 18 
15 18 15 11 14 
12 20 15 16 20 
15 15 16 10 13 
18 18 17 18 12 
12 17 17 18 19 
16 17 15 15 14 
14 18 17 13 16 
19 20 14 10 20 
15 18 14 16 17 
15 12 17 13 20 
17 11 18 14 12 
14 15 19 14 15 
11 20 17 10 20 
16 17 12 17 12 
15 13 10 16 19 
19 13 19 14 10 
12 20 19 19 13 
17 13 20 18 20 
17 10 19 12 12 
19 10 12 19 11 
15 12 14 13 20 
15 13 18 16 17 
17 20 18 16 13 
11 17 11 11 15 
14 16 19 16 20 
13 19 20 13 15 
19 16 13 18 10 
10 19 19 17 18 
12 18 16 12 18 
10 15 12 12 10 
11 18 16 19 19 
18 20 20 19 19 
17 13 19 14 14 
15 19 15 10 14 
20 12 18 14 15 
17 11 16 16 12 
20 11 13 15 10 
14 15 15 14 11 
10 20 14 14 10 
11 18 13 19 14 
11 14 14 11 13 
15 16 20 12 15 
14 11 16 13 15 
18 19 15 10 12 
15 12 19 18 16 
18 19 17 11 13 
19 10 16 20 12 
17 14 19 15 13 
14 11 17 12 16 
20 13 16 17 10 
12 13 10 20 11 
14 18 10 19 11 
17 20 20 17 13 
18 14 14 10 18 
15 19 18 12 11 
14 10 12 11 20 
19 15 20 14 11 
14 19 15 19 16 
16 19 11 13 14 
20 12 17 14 18 
19 15 17 19 12 
14 11 12 11 19 
20 20 20 18 13 
19 13 19 10 16 
14 18 10 11 10 
18 18 18 13 17 
14 14 11 18 17 
11 16 18 13 15 
16 15 15 17 15 
10 12 15 19 10 
17 18 15 15 14 
13 18 19 14 19 
14 16 20 10 15 
19 15 13 15 14 
12 18 14 12 11 
14 14 15 20 12 
17 14 20 18 12 
13 20 16 14 10 
15 15 12 19 15 
12 18 14 17 11 
11 17 12 16 17 
18 18 16 20 13 
14 20 19 20 10 
13 16 20 10 18 
14 12 13 18 19 
10 11 16 10 12 
13 19 10 17 12 
14 11 15 16 13 
18 12 14 13 20 
20 16 14 10 15 
17 20 18 11 10 
10 10 19 17 12 
17 11 10 19 15 
18 15 14 18 15 
16 15 15 12 20 
14 14 17 19 19 
15 11 18 14 17 
18 13 18 13 19 
14 12 17 16 18 
12 11 20 16 15 
14 13 19 16 19 
19 12 18 10 16 
19 14 11 13 16 
13 12 19 11 20 
15 10 18 17 16 
10 12 11 10 17 
293 242 150 175 128 21066 
219 219 243 181 228 28633 
229 122 164 283 221 28680 
175 179 206 256 233 25433 
251 256 125 253 149 22421 
176 237 270 239 204 26297 
229 122 289 282 294 21892 
191 285 272 240 184 21469 
159 174 138 252 246 21196 
238 167 243 126 128 20572 
189 140 203 269 167 25750 
144 127 265 258 120 21956 
119 208 134 186 256 24668 
227 138 294 130 208 20461 
227 161 133 192 223 27499 
233 211 265 181 143 26701 
182 124 278 262 215 24176 
236 159 192 174 178 29681 
290 146 280 279 144 23381 
235 233 302 255 258 25440 
191 270 215 153 170 23192 
136 183 216 126 204 24199 
299 280 152 138 202 26346 
