50 100 200 5 
14 18 19 19 11 
12 17 15 15 20 
14 11 10 17 17 
16 15 18 16 17 
17 13 17 19 12 
11 17 17 18 20 
10 16 17 18 15 
10 16 17 12 11 
18 19 20 20 12 
11 14 19 17 15 
16 14 17 15 16 
15 17 10 15 10 
11 15 14 15 11 
11 13 20 16 10 
16 10 16 17 18 
10 17 20 13 15 
10 12 20 19 20 
11 13 20 11 11 
12 16 18 15 15 
12 12 14 16 16 
10 15 16 15 10 
18 11 14 15 16 
18 15 17 14 10 
15 18 14 14 10 
16 13 13 15 18 
13 14 17 18 12 
20 10 18 17 17 
12 14 11 15 12 
11 17 19 10 20 
18 13 18 14 11 
13 16 12 19 12 
18 13 16 15 19 
11 15 17 14 16 
12 11 20 17 19 
20 20 17 10 17 
19 12 10 10 20 
12 17 20 11 11 
20 20 19 19 19 
11 16 16 11 17 
18 19 19 17 15 
20 18 11 13 10 
11 20 14 17 14 
12 15 17 16 13 
20 12 19 19 18 
12 12 10 10 19 
19 19 14 19 18 
17 17 19 13 14 
18 20 15 20 20 
13 18 20 19 11 
13 20 16 20 20 
14 19 14 14 15 
17 18 12 18 18 
19 16 19 19 18 
10 13 15 17 20 
15 15 13 12 20 
15 19 13 20 20 
17 11 20 15 17 
18 20 17 13 12 
11 19 18 13 19 
17 11 15 13 15 
15 20 11 17 11 
16 15 19 14 18 
20 15 15 20 15 
20 16 12 10 18 
15 16 12 20 19 
18 14 11 17 18 
12 12 20 14 16 
19 10 11 14 18 
12 17 12 14 19 
15 14 12 14 17 
11 18 13 13 20 
19 19 10 18 13 
18 14 10 16 20 
16 16 18 19 10 
14 10 19 13 17 
19 10 11 13 14 
11 18 16 12 15 
13 15 18 15 19 
13 14 12 12 14 
15 20 13 10 10 
14 20 12 10 12 
10 16 17 18 10 
10 15 11 12 12 
16 13 15 18 18 
19 20 12 10 19 
12 11 11 10 10 
11 20 16 16 11 
20 11 13 17 10 
17 17 19 18 18 
17 18 14 11 15 
20 12 11 18 15 
10 20 10 12 16 
15 15 14 17 18 
18 14 12 18 18 
15 18 15 11 14 
12 20 15 16 20 
15 15 16 10 13 
18 18 17 18 12 
12 17 17 18 19 
16 17 15 15 14 
14 18 17 13 16 
19 20 14 10 20 
15 18 14 16 17 
15 12 17 13 20 
17 11 18 14 12 
14 15 19 14 15 
11 20 17 10 20 
16 17 12 17 12 
15 13 10 16 19 
19 13 19 14 10 
12 20 19 19 13 
17 13 20 18 20 
17 10 19 12 12 
19 10 12 19 11 
15 12 14 13 20 
15 13 18 16 17 
17 20 18 16 13 
11 17 11 11 15 
14 16 19 16 20 
13 19 20 13 15 
19 16 13 18 10 
10 19 19 17 18 
12 18 16 12 18 
10 15 12 12 10 
11 18 16 19 19 
18 20 20 19 19 
17 13 19 14 14 
15 19 15 10 14 
20 12 18 14 15 
17 11 16 16 12 
20 11 13 15 10 
14 15 15 14 11 
10 20 14 14 10 
11 18 13 19 14 
11 14 14 11 13 
15 16 20 12 15 
14 11 16 13 15 
18 19 15 10 12 
15 12 19 18 16 
18 19 17 11 13 
19 10 16 20 12 
17 14 19 15 13 
14 11 17 12 16 
20 13 16 17 10 
12 13 10 20 11 
14 18 10 19 11 
17 20 20 17 13 
18 14 14 10 18 
15 19 18 12 11 
14 10 12 11 20 
19 15 20 14 11 
14 19 15 19 16 
16 19 11 13 14 
20 12 17 14 18 
19 15 17 19 12 
14 11 12 11 19 
20 20 20 18 13 
19 13 19 10 16 
14 18 10 11 10 
18 18 18 13 17 
14 14 11 18 17 
11 16 18 13 15 
16 15 15 17 15 
10 12 15 19 10 
17 18 15 15 14 
13 18 19 14 19 
14 16 20 10 15 
19 15 13 15 14 
12 18 14 12 11 
14 14 15 20 12 
17 14 20 18 12 
13 20 16 14 10 
15 15 12 19 15 
12 18 14 17 11 
11 17 12 16 17 
18 18 16 20 13 
14 20 19 20 10 
13 16 20 10 18 
14 12 13 18 19 
10 11 16 10 12 
13 19 10 17 12 
14 11 15 16 13 
18 12 14 13 20 
20 16 14 10 15 
17 20 18 11 10 
10 10 19 17 12 
17 11 10 19 15 
18 15 14 18 15 
16 15 15 12 20 
14 14 17 19 19 
15 11 18 14 17 
18 13 18 13 19 
14 12 17 16 18 
12 11 20 16 15 
14 13 19 16 19 
19 12 18 10 16 
19 14 11 13 16 
13 12 19 11 20 
15 10 18 17 16 
10 12 11 10 17 
587 557 567 570 319 21066 
465 496 506 380 344 28633 
482 513 508 386 348 28680 
392 432 507 503 506 25433 
518 367 381 546 556 22421 
395 464 522 348 465 26297 
481 529 495 499 465 21892 
419 424 496 453 493 21469 
366 527 502 297 458 21196 
496 468 481 435 383 20572 
415 429 577 430 594 25750 
341 346 485 527 545 21956 
299 519 395 559 330 24668 
478 373 359 353 451 20461 
478 512 508 469 382 27499 
488 548 455 372 573 26701 
404 411 405 333 563 24176 
492 488 400 399 508 29681 
583 543 419 328 336 23381 
492 390 461 550 409 25440 
419 453 549 476 600 23192 
327 486 391 487 310 24199 
598 509 374 369 375 26346 
