100 200 400 5 
10 18 19 19 11 
10 17 15 15 20 
17 11 10 17 17 
12 15 18 16 17 
18 13 17 19 12 
14 17 17 18 20 
14 16 17 18 15 
14 16 17 12 11 
15 19 20 20 12 
10 14 19 17 15 
11 14 17 15 16 
17 17 10 15 10 
13 15 14 15 11 
14 13 20 16 10 
12 10 16 17 18 
14 17 20 13 15 
10 12 20 19 20 
10 13 20 11 11 
15 16 18 15 15 
13 12 14 16 16 
15 15 16 15 10 
17 11 14 15 16 
14 15 17 14 10 
18 18 14 14 10 
12 13 13 15 18 
18 14 17 18 12 
12 10 18 17 17 
13 14 11 15 12 
16 17 19 10 20 
13 13 18 14 11 
11 16 12 19 12 
11 13 16 15 19 
14 15 17 14 16 
19 11 20 17 19 
16 20 17 10 17 
10 12 10 10 20 
10 17 20 11 11 
20 20 19 19 19 
20 16 16 11 17 
20 19 19 17 15 
19 18 11 13 10 
18 20 14 17 14 
10 15 17 16 13 
12 12 19 19 18 
16 12 10 10 19 
10 19 14 19 18 
10 17 19 13 14 
11 20 15 20 20 
15 18 20 19 11 
11 20 16 20 20 
19 19 14 14 15 
19 18 12 18 18 
12 16 19 19 18 
19 13 15 17 20 
13 15 13 12 20 
19 19 13 20 20 
11 11 20 15 17 
13 20 17 13 12 
15 19 18 13 19 
12 11 15 13 15 
10 20 11 17 11 
11 15 19 14 18 
16 15 15 20 15 
19 16 12 10 18 
20 16 12 20 19 
11 14 11 17 18 
17 12 20 14 16 
16 10 11 14 18 
16 17 12 14 19 
10 14 12 14 17 
10 18 13 13 20 
12 19 10 18 13 
13 14 10 16 20 
12 16 18 19 10 
17 10 19 13 17 
15 10 11 13 14 
14 18 16 12 15 
11 15 18 15 19 
11 14 12 12 14 
16 20 13 10 10 
10 20 12 10 12 
11 16 17 18 10 
15 15 11 12 12 
20 13 15 18 18 
10 20 12 10 19 
19 11 11 10 10 
18 20 16 16 11 
20 11 13 17 10 
11 17 19 18 18 
19 18 14 11 15 
14 12 11 18 15 
18 20 10 12 16 
11 15 14 17 18 
18 14 12 18 18 
18 18 15 11 14 
13 20 15 16 20 
18 15 16 10 13 
11 18 17 18 12 
13 17 17 18 19 
13 17 15 15 14 
18 18 17 13 16 
13 20 14 10 20 
14 18 14 16 17 
12 12 17 13 20 
16 11 18 14 12 
14 15 19 14 15 
12 20 17 10 20 
